[11:53:59] [信息     ] Tree Building: Step 1: Antlr parsing. 
[11:54:00] [信息     ] Tree Building: Step 2: Converting parse tree to spar-tree 
[11:54:00] [信息     ] Tree Building: Step 3: Simplifying spar-tree 
[11:54:00] [信息     ] Tree Building: Finished in TimeSpan{startMillis=1683172439857, endMillis=1683172440428, formatted=0 seconds} 
[11:54:00] [信息     ] The reduction process started at 11:54:00 2023/05/04 
[11:54:00] [信息     ] Cache setting: query-caching=disabled, edit-caching=enabled, query-cache=compact_query_cache 
[11:54:01] [信息     ] Reduction algorithm is perses_node_priority_with_dfs_delta 
[11:54:01] [信息     ] The number of lexemes in the token factory is is 371 
[11:54:01] [信息     ] Reduction Started at 11:54:01 2023/05/04 
[11:54:01] [信息     ] perses_node_priority_with_dfs_delta started at 11:54:01 2023/05/04. #tokens=2871 
[11:54:01] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New fixpoint iteration started. #Tokens=2871 
[11:54:01] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=2871) 
[11:54:01] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=2871): queue=0, delete 0 tokens, ratio=2871/2871=100.00% 
[11:54:01] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=2866) 
[11:54:21] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=2866): queue=1, delete 0 tokens, ratio=2871/2871=100.00% 
[11:54:21] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=2856) 
[11:54:31] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=2856): queue=6, delete 0 tokens, ratio=2871/2871=100.00% 
[11:54:31] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=2853) 
[11:54:33] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 26 tokens, ratio=2845/2871=99.09% 
[11:54:34] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 52 tokens, ratio=2793/2871=97.28% 
[11:54:34] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 104 tokens, ratio=2689/2871=93.66% 
[11:54:35] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 208 tokens, ratio=2481/2871=86.42% 
[11:54:36] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 403 tokens, ratio=2078/2871=72.38% 
[11:54:37] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 819 tokens, ratio=1259/2871=43.85% 
[11:54:41] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 91 tokens, ratio=1168/2871=40.68% 
[11:54:44] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 26 tokens, ratio=1142/2871=39.78% 
[11:54:47] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 13 tokens, ratio=1129/2871=39.32% 
[11:54:47] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 52 tokens, ratio=1077/2871=37.51% 
[11:54:52] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 13 tokens, ratio=1064/2871=37.06% 
