[11:30:47] [信息     ] Tree Building: Step 1: Antlr parsing. 
[11:30:48] [信息     ] Tree Building: Step 2: Converting parse tree to spar-tree 
[11:30:48] [信息     ] Tree Building: Step 3: Simplifying spar-tree 
[11:30:48] [信息     ] Tree Building: Finished in TimeSpan{startMillis=1683171046982, endMillis=1683171048605, formatted=1 second} 
[11:30:48] [信息     ] The reduction process started at 11:30:48 2023/05/04 
[11:30:48] [信息     ] Cache setting: query-caching=disabled, edit-caching=enabled, query-cache=compact_query_cache 
[11:30:49] [信息     ] Reduction algorithm is perses_node_priority_with_dfs_delta 
[11:30:49] [信息     ] The number of lexemes in the token factory is is 720 
[11:30:49] [信息     ] Reduction Started at 11:30:49 2023/05/04 
[11:30:49] [信息     ] perses_node_priority_with_dfs_delta started at 11:30:49 2023/05/04. #tokens=6421 
[11:30:49] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New fixpoint iteration started. #Tokens=6421 
[11:30:49] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=6421) 
[11:30:49] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=6421): queue=0, delete 0 tokens, ratio=6421/6421=100.00% 
[11:30:49] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=6416) 
[11:31:53] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=6416): queue=1, delete 0 tokens, ratio=6421/6421=100.00% 
[11:31:53] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=6406) 
[11:32:37] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=6406): queue=6, delete 0 tokens, ratio=6421/6421=100.00% 
[11:32:37] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: Delta node (#leaves=6403) 
[11:32:39] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 11 tokens, ratio=6410/6421=99.83% 
[11:32:40] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 22 tokens, ratio=6388/6421=99.49% 
[11:32:40] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 55 tokens, ratio=6333/6421=98.63% 
[11:32:41] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 99 tokens, ratio=6234/6421=97.09% 
[11:32:42] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 209 tokens, ratio=6025/6421=93.83% 
[11:32:42] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 418 tokens, ratio=5607/6421=87.32% 
[11:32:43] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 825 tokens, ratio=4782/6421=74.47% 
[11:32:46] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 198 tokens, ratio=4584/6421=71.39% 
[11:32:48] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 44 tokens, ratio=4540/6421=70.71% 
[11:32:49] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 22 tokens, ratio=4518/6421=70.36% 
[11:32:51] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 22 tokens, ratio=4496/6421=70.02% 
[11:32:51] [信息     ] Fixpoint[1]:Reducer[perses_node_priority_with_dfs_delta]: New minimal, delete 110 tokens, ratio=4386/6421=68.31% 
